person_identifier,rural_urban,survey_weight,smoke,age,race,gender,highest_education,educ_highest_school_grade,educ_current_level
501865,Traditional,548.5291,No,39,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
501740,Traditional,960.0219,No,30,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
735354,Traditional,960.0219,No,63,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
581554,Traditional,530.822,No,38,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
582006,Traditional,2233.97,Yes,24,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
582889,Traditional,279.7076,No,34,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320554,Urban,1046.562,No,30,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
724854,Urban,1046.562,No,52,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
316862,Urban,1384.799,No,56,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
316741,Traditional,753.597,No,53,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
399991,Traditional,753.597,No,52,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
399993,Traditional,753.597,No,25,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
399994,Traditional,753.597,Yes,29,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
399997,Traditional,753.597,Yes,59,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
406706,Traditional,753.597,No,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
406708,Traditional,753.597,No,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
391275,Traditional,1747.032,Yes,38,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
408673,Farms,232.7431,No,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
729565,Farms,232.7431,No,25,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
318074,Traditional,366.8166,No,67,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
318096,Traditional,366.8166,No,55,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
722942,Traditional,366.8166,No,27,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
318858,Urban,730.868,No,44,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
307436,Urban,3411.042,Yes,60,White,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
311378,Urban,5749.735,No,64,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
312798,Urban,706.2163,Yes,33,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
313440,Urban,706.2163,No,64,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
409267,Urban,706.2163,No,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,N3 (NATED)/NTC 3
301454,Traditional,2820.009,No,24,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
314580,Traditional,2820.009,No,70,African,Female,No Schooling,No schooling,
314581,Traditional,2820.009,No,32,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
314582,Traditional,2820.009,No,72,African,Male,No Schooling,No schooling,
406298,Traditional,2820.009,No,22,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
307207,Traditional,1251.004,No,81,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
736647,Traditional,205.6764,No,67,African,Female,No Schooling,No schooling,
745028,Traditional,205.6764,No,44,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
778817,Traditional,205.6764,No,19,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
303948,Urban,1659.144,No,41,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
402798,Urban,1659.144,No,18,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
318540,Urban,1027.579,Yes,42,Asian/Indian,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
408506,Urban,1027.579,No,20,Asian/Indian,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
768715,Urban,1027.579,No,42,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312446,Traditional,87.49369,No,43,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317258,Traditional,87.49369,No,74,African,Female,No Schooling,No schooling,
720200,Traditional,87.49369,No,20,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
720203,Traditional,87.49369,No,58,African,Female,No Schooling,No schooling,
320793,Urban,209.367,Yes,60,Coloured,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
410483,Urban,209.367,Yes,21,Coloured,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
732871,Urban,209.367,Yes,41,Coloured,Male,Grade 8 (Std. 6/Form 1),Grade 7/Std. 5,
603252,Urban,2385.366,Yes,37,White,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
636134,Urban,2385.366,No,54,White,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
612385,Urban,1283.038,No,26,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
407714,Traditional,182.2314,No,18,African,Male,Others (Specify),Other (specify),Other (specify)
751675,Traditional,182.2314,No,18,African,Female,Others (Specify),Other (specify),Other (specify)
309091,Traditional,1361.382,No,30,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
773245,Traditional,1361.382,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
391245,Urban,1961.609,Yes,51,White,Male,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
320703,Urban,1893.417,No,44,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
320707,Urban,1893.417,Yes,46,African,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
410517,Urban,1893.417,No,19,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
410555,Urban,1893.417,No,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308480,Urban,2801.522,No,28,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
730248,Urban,2801.522,Yes,42,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314458,Urban,1646.825,No,30,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
315541,Traditional,1055.059,Yes,25,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
315551,Traditional,1055.059,No,34,African,Male,Grade 3 (Std. 1),Grade 3/Std. 1,
321492,Urban,1084.843,No,44,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
411313,Urban,1084.843,No,18,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
411318,Urban,1084.843,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
735333,Urban,1084.843,No,50,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
306627,Farms,1053.613,No,36,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
700284,Farms,1053.613,No,57,African,Male,No Schooling,No schooling,
628437,Urban,2076.12,No,48,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
680344,Urban,2076.12,Yes,31,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381197,Traditional,183.7144,No,50,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
409472,Traditional,183.7144,Yes,23,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
703847,Traditional,183.7144,No,23,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
709707,Traditional,183.7144,No,20,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
783733,Traditional,183.7144,No,19,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
794125,Traditional,183.7144,Yes,62,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
310343,Urban,2129.784,No,27,African,Female,National Certificate Vocational 4 (NCV 4),National Certificate Vocational 4 (NCV 4),
304711,Urban,569.6825,No,40,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
789542,Urban,569.6825,No,64,African,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308229,Urban,1469.876,No,62,African,Female,Grade 2 (Previously Sub B/Class 2),No schooling,
722183,Urban,1469.876,Yes,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 10/Std. 8/Form 3,
303087,Urban,824.3685,Yes,32,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
767123,Urban,824.3685,No,51,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
793896,Urban,824.3685,Yes,26,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317110,Traditional,452.1239,No,69,African,Female,No Schooling,No schooling,
317111,Traditional,452.1239,No,35,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
409007,Traditional,452.1239,No,18,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
407159,Traditional,88.28566,No,22,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
731387,Traditional,88.28566,No,34,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
735499,Traditional,88.28566,No,47,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
768155,Traditional,88.28566,No,19,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
311852,Traditional,796.8706,No,55,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
700110,Urban,40.92976,No,34,Coloured,Female,Certificate not requiring Grade 12/Std. 10,Grade 9/Std. 7/Form 2,
737480,Urban,40.92976,Yes,23,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314326,Traditional,798.3483,No,44,African,Female,No Schooling,No schooling,
314327,Traditional,798.3483,No,45,African,Male,No Schooling,No schooling,
711137,Traditional,798.3483,No,22,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
711196,Traditional,798.3483,No,27,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312568,Urban,1157.511,No,37,African,Female,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
310926,Traditional,152.0137,No,44,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
720306,Traditional,152.0137,No,61,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
720307,Traditional,152.0137,No,20,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
735523,Traditional,152.0137,No,31,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
502040,Urban,4119.434,No,42,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323987,Farms,44.67621,No,68,Coloured,Female,Grade 1 (Previously Sub A/Class 1),Grade 1/Sub A/Class 1,
709515,Farms,44.67621,No,55,Coloured,Female,Certificate not requiring Grade 12/Std. 10,Grade 7/Std. 5,
727865,Farms,44.67621,Yes,36,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
752570,Farms,44.67621,No,22,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
754815,Farms,44.67621,Yes,32,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
769030,Farms,44.67621,No,26,Coloured,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
781633,Farms,44.67621,No,27,Coloured,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Certificate requiring Grade 12/Std. 10
409374,Traditional,1293.421,No,23,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
643231,Urban,30180.34,No,37,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
313500,Traditional,306.5241,No,34,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323072,Urban,463.6964,Yes,26,Coloured,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
734963,Urban,463.6964,No,28,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
302311,Urban,2538.022,No,39,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
309154,Urban,2538.022,No,46,African,Male,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312781,Traditional,1431.211,No,33,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304838,Traditional,2187.309,Yes,46,African,Male,No Schooling,No schooling,
323704,Urban,413.5496,No,50,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323716,Urban,413.5496,No,47,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
412204,Urban,413.5496,No,19,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
637441,Urban,1293.13,No,20,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
317271,Traditional,80.75178,Yes,28,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
741945,Traditional,80.75178,No,18,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
742097,Traditional,80.75178,No,58,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
784417,Traditional,80.75178,No,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
302519,Traditional,4928.97,Yes,39,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
615168,Urban,1445.302,No,57,White,Male,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
643088,Urban,1445.302,No,52,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
676010,Urban,1445.302,No,21,White,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308339,Traditional,3339.117,Yes,46,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308340,Traditional,3339.117,No,43,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308399,Traditional,3339.117,Yes,31,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
491917,Traditional,3339.117,Yes,19,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
622446,Urban,2151.79,No,43,White,Female,Others (Specify),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314062,Urban,390.883,No,25,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
759536,Urban,390.883,No,32,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
767164,Urban,390.883,No,54,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
319189,Traditional,783.6341,No,40,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
319102,Urban,1270.735,No,47,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
319103,Urban,1270.735,No,28,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
319125,Urban,1270.735,No,36,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
410262,Urban,1270.735,No,20,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Certificate requiring Grade 12/Std. 10
323312,Urban,190.8601,Yes,41,Coloured,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
715181,Urban,190.8601,Yes,34,Coloured,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
323090,Traditional,401.4826,No,63,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
302549,Traditional,2513.078,Yes,25,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
302590,Traditional,2513.078,No,75,African,Female,No Schooling,No schooling,
313707,Traditional,528.1872,No,34,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
313754,Traditional,528.1872,No,63,African,Female,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
408761,Traditional,528.1872,No,19,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
501726,Traditional,528.1872,Yes,46,African,Male,Grade 10 (Std. 8/Form 3),Grade 9/Std. 7/Form 2,
501728,Traditional,528.1872,Yes,44,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
723146,Traditional,528.1872,Yes,33,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304234,Urban,8273.6,No,58,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
301987,Traditional,3164.731,No,38,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
502232,Urban,3777.875,No,44,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314359,Traditional,129.3482,No,66,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
732226,Traditional,129.3482,No,19,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
735474,Traditional,129.3482,No,28,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
633230,Urban,19982.71,No,28,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317891,Urban,1492.001,No,26,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314985,Traditional,1743.744,Yes,47,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
307446,Urban,1737.324,Yes,56,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409679,Urban,1737.324,No,22,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
731975,Urban,682.8906,No,57,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
301934,Traditional,5973.95,Yes,36,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305274,Urban,92.1907,No,76,Coloured,Female,Grade 2 (Previously Sub B/Class 2),Grade 5/Std. 3,
305275,Urban,92.1907,Yes,51,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
732309,Urban,92.1907,No,42,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320904,Urban,1364.052,No,38,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
321746,Urban,1364.052,No,33,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
321771,Urban,1364.052,No,57,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
311686,Urban,1793.176,No,53,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311687,Urban,1793.176,No,56,Coloured,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
316448,Traditional,407.7379,No,65,African,Female,No Schooling,No schooling,
773572,Traditional,407.7379,No,68,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
318849,Urban,1785.614,No,30,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
321696,Urban,482.6781,Yes,36,Coloured,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
743915,Urban,482.6781,Yes,38,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
314420,Traditional,109.3002,Yes,29,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
717308,Traditional,109.3002,No,20,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
759842,Traditional,109.3002,No,41,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
301286,Urban,2232.713,No,32,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
302144,Urban,354.3779,Yes,53,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
